Y,id,Organization.Name,Industries,Headquarters.Location,Description,CB.Rank..Company.,Estimated.Revenue.Range,Founded.Date,Founded.Date.Precision,Industry.Groups,Number.of.Founders,Number.of.Employees,Number.of.Funding.Rounds,Total.Funding.Amount,Number.of.Investors,IPO.Status,IPO.Date,Acquisition.Status,Number.of.Events,Number.of.Lead.Investors,Funding.Status,Last.Funding.Date,Last.Funding.Amount.Currency..in.USD.,Last.Funding.Type,IPqwery...Total.Patents,IPqwery...Total.Trademarks,Investment.Stage
0,1787,Spruce Media,"Advertising, Apps, Enterprise Software, Social Media","Los Angeles, California, United States",Spruce Media is a strategic preferred marketing developer providing enterprise-class marketing technology for trading desks in Facebook.,44341,$10M to $50M,3/1/2010,day,"Advertising, Apps, Internet Services, Media and Entertainment, Sales and Marketing, Software",1,51-100,4,16014456,2,Private,NA,NA,NA,1,NA,11/13/2012,15000000,Debt Financing,NA,NA,NA
0,1788,NI0,"Gaming, Sports, Wellness","Los Angeles, California, United States",A new startup in the sports and nutrition vertical .,44356,NA,1/1/2017,year,"Gaming, Health Care, Sports",1,NA,1,500000,5,Private,NA,NA,NA,NA,Seed,4/30/2018,500000,Seed,NA,NA,NA
0,1789,Transient Plasma Systems (TPS),"Computer, Information Technology, Manufacturing, Renewable Energy","Torrance, California, United States","TPS engineers pulsed power systems as an enabling technology for commercial, industrial, and research applications.",44406,NA,1/1/2009,year,"Consumer Electronics, Energy, Hardware, Information Technology, Manufacturing, Sustainability",1,NA,2,8500000,1,Private,NA,NA,NA,1,Early Stage Venture,2/6/2019,8500000,Series A,NA,NA,NA
0,1790,ARP Wave,"Health Care, Insurance, Medical, Therapeutics","Apple Valley, California, United States","ARPwave is a hospital giving treatment to injuries using advanced neuro-therapy, to recover soon from pain.",44419,$1M to $10M,1/1/2012,year,"Financial Services, Health Care",1,11-50,1,8548578,NA,Private,NA,NA,NA,NA,NA,11/12/2015,8548578,Debt Financing,2,3,NA
0,1791,Happily,"Event Management, Events, Wedding","Los Angeles, California, United States",Event teams on demand.,44437,Less than $1M,6/1/2014,day,"Community and Lifestyle, Events, Media and Entertainment",1,1-10,1,600000,NA,Private,NA,NA,NA,NA,Seed,8/25/2015,600000,Angel,0,1,NA
0,1792,My Lil' HealthBot,"Computer, E-Commerce, Health Care, Software","Los Angeles, California, United States",Access Health & Personal Care products from A.I-powered Healthbots. Visit the Healthbot nearest you or shop online at mylilhealthbot.com,44447,NA,2/22/2016,day,"Commerce and Shopping, Consumer Electronics, Hardware, Health Care, Software",1,1-10,1,300000,1,Private,NA,NA,NA,1,Seed,3/18/2019,300000,Seed,NA,NA,NA
0,1793,Vie Active,"Fashion, Retail","Venice, California, United States","Vie Active inspires and empowers women with performance-driven, stylish activewear.",44468,Less than $1M,1/1/2013,year,"Clothing and Apparel, Commerce and Shopping, Design",2,1-10,1,2142329,NA,Private,NA,NA,NA,NA,NA,10/7/2016,2142329,Venture - Series Unknown,NA,NA,NA
0,1794,Enterprise UAS,"Drones, E-Commerce","Chatsworth, California, United States",Enterprise UAS is an eCommerce company specializing in selling and distributing new technology products.,44475,Less than $1M,1/1/2015,year,"Commerce and Shopping, Consumer Electronics, Consumer Goods, Hardware",1,11-50,1,2000000,NA,Private,NA,Made Acquisitions,NA,NA,Seed,2/15/2015,2000000,Seed,0,4,NA
0,1795,Acuant,"Facial Recognition, Information Technology, Software","Los Angeles, California, United States","Acuant is a provider of identity solutions for data capture, document authentication, and identity verification.",44487,$1M to $10M,1/1/1999,year,"Data and Analytics, Information Technology, Software",NA,11-50,1,,1,Private,NA,Made Acquisitions,4,1,NA,9/24/2018,NA,Secondary Market,20,7,NA
0,1796,CitySourced,"Government, GovTech, Mobile, Software","Los Angeles, California, United States","CitySourced is an enterprise civic engagement platform in the world, connecting citizens with their local government.",44491,NA,1/1/2006,year,"Government and Military, Information Technology, Mobile, Software",2,11-50,2,1395000,3,Private,NA,Was Acquired,1,NA,M&A,12/19/2011,1330000,Series A,0,3,NA
0,1797,Vessix Vascular,"Health Care, Health Diagnostics, Medical Device","Laguna Hills, California, United States",Vessix Vascular is a pre-revenue stage company developing novel radiofrequency balloon catheter technology.,44510,NA,1/1/2003,year,Health Care,1,11-50,2,27700000,4,Private,NA,Was Acquired,NA,2,M&A,8/3/2011,23000000,Series B,26,5,NA
0,1798,Locent,"Health Care, Internet, SMS","Santa Monica, California, United States","Locent helps healthcare providers securely send, request and receive clinical documents",44519,NA,1/1/2015,year,"Health Care, Internet Services, Messaging and Telecommunications",2,1-10,2,1380000,3,Private,NA,NA,1,1,Seed,2/23/2016,750000,Seed,0,1,NA
0,1799,CrowdAmp Inc.,"Artificial Intelligence, Information Technology, Machine Learning, Messaging, Software, Telecommunications","Ojai, California, United States",CrowdAmp is a one-to-many messaging platform. We use machine learning to enable scalable communications over text messaging. ,44530,NA,10/1/2016,day,"Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Science and Engineering, Software",3,NA,1,820000,4,Private,NA,NA,NA,NA,Seed,11/1/2017,820000,Seed,NA,NA,NA
0,1800,Roo,"Apps, Mobile, Real Time","Los Angeles, California, United States",Crowdsourced mobile app for sharing and discovering what social venues are like in real-time,44531,Less than $1M,8/1/2014,month,"Apps, Mobile, Software",2,1-10,1,700000,NA,Private,NA,NA,NA,NA,Seed,2/1/2015,700000,Seed,NA,NA,NA
0,1801,Perfect Market,"Advertising, Analytics, Journalism, Publishing, SEO, Social Media, Software","Pasadena, California, United States","Perfect Market provides digital-publishing software solutions for increasing traffic, engagement and revenue on websites.",44538,NA,1/1/2007,year,"Advertising, Content and Publishing, Data and Analytics, Internet Services, Media and Entertainment, Sales and Marketing, Software",2,51-100,3,30600000,5,Private,NA,"Made Acquisitions, Was Acquired",NA,3,M&A,1/18/2011,9000000,Series D,6,0,NA
0,1802,Persp3ctive,"Augmented Reality, DSP, Music, Software, Software Engineering, Virtual Reality","Los Angeles, California, United States",Next gen VR/AR tools for creative professionals.,44543,NA,12/18/2018,day,"Hardware, Media and Entertainment, Music and Audio, Science and Engineering, Software",3,1-10,2,750000,NA,Private,NA,NA,NA,NA,Seed,6/14/2019,500000,Seed,0,1,NA
0,1803,Castifi,"Event Management, Film Production, Human Resources, Media and Entertainment","Culver City, California, United States",Cast and Crew Booking Platform for Event and Media Productions,44548,Less than $1M,1/1/2015,year,"Events, Media and Entertainment, Video",2,1-10,1,600000,NA,Private,NA,NA,NA,NA,Seed,4/1/2015,600000,Seed,NA,NA,NA
0,1804,AVST,"Cloud Computing, Cloud Management, Collaboration, Enterprise, Enterprise Applications, Enterprise Software, Information Technology, Software, Telecommunications","Foothill Ranch, California, United States","With 30+ years of continuous innovation, AVST is a trusted developer of software-based Unified Communications solutions.",44574,NA,9/1/2003,day,"Apps, Hardware, Information Technology, Internet Services, Software",NA,51-100,3,6594387,NA,Private,NA,"Made Acquisitions, Was Acquired",4,NA,M&A,12/16/2011,1000000,Seed,15,2,NA
0,1805,ProFounder,"Finance, Funding Platform","Los Angeles, California, United States","ProFounder is a crowdfunding platform that enables entrepreneurs to raise investment capital from friends, family, and community members.",44695,NA,1/1/2007,year,"Financial Services, Lending and Investments",3,NA,3,460000,4,Private,NA,NA,NA,NA,Seed,1/31/2011,185000,Debt Financing,NA,NA,NA
0,1806,SimpliPhi Power,"Environmental Consulting, Information Technology, Renewable Energy","Ojai, California, United States","SimpliPhi Power, an Ojai, CA-based provider of battery and plug-and-play storage solutions",44716,Less than $1M,1/1/2001,year,"Energy, Information Technology, Professional Services, Sustainability",1,11-50,1,2000000,NA,Private,NA,NA,NA,NA,Early Stage Venture,8/30/2016,2000000,Series A,3,0,NA
0,1807,Desk Yogi,"Fitness, Health Care, Wellness","Ojai, California, United States",Desk Yogi is the five minute online wellness solution designed for busy work life.,44727,Less than $1M,5/1/2015,month,"Health Care, Sports",1,11-50,2,1000000,NA,Private,NA,NA,NA,NA,Seed,6/1/2017,500000,Seed,NA,NA,NA
0,1808,Cloud Spot,"E-Commerce, Mobile, Photo Sharing, Photography, SaaS","Orange, California, United States","Cloud Spot was created to be the fastest and most customizable way for professional photographers to deliver, share, and sell their work.",44741,$1M to $10M,3/1/2015,day,"Commerce and Shopping, Content and Publishing, Media and Entertainment, Mobile, Software",1,1-10,3,400000,2,Private,NA,NA,NA,1,Seed,12/16/2016,400000,Seed,NA,NA,NA
0,1809,"ScentBox, Inc","Beauty, E-Commerce, Subscription Service","Beverly Hills, California, United States",Monthly subscription service for designer fragrances.,44756,NA,1/1/2016,year,"Commerce and Shopping, Consumer Goods",2,11-50,1,100000,1,Private,NA,NA,NA,1,Seed,1/29/2019,100000,Seed,NA,NA,NA
0,1810,Xmybox,"B2C, Consumer, E-Commerce","Los Angeles, California, United States",Xmybox Happy Box is a business-to-consumer website offering adult sex products and sex toys.,44776,NA,1/1/2009,year,Commerce and Shopping,NA,NA,1,150000000,2,Private,NA,NA,NA,NA,NA,6/1/2012,23548220,Venture - Series Unknown,NA,NA,NA
0,1811,Source Audio,"Music, SaaS","Culver City, California, United States","SourceAudio is a cloud-based platform for music publishers and administrators to manage, search, distribute and monetize their audio assets.",44795,NA,1/1/2007,year,"Media and Entertainment, Music and Audio, Software",4,11-50,2,1500000,2,Private,NA,NA,NA,1,Seed,9/29/2017,300000,Debt Financing,NA,NA,NA
0,1812,unGlue,"Children, Parenting, Scheduling","Los Angeles, California, United States",unGlue helps kids better manage their time on connected devices.,44847,$1M to $10M,1/1/2015,year,"Community and Lifestyle, Information Technology, Software",2,NA,2,1500000,5,Private,NA,NA,NA,2,Seed,3/2/2017,1500000,Seed,0,3,NA
0,1813,Flirtar,"Apps, Augmented Reality, Dating, Private Social Networking","Los Angeles, California, United States",The Future of Dating Begins with Flirtar | Flirting in Augmented Reality | Meet and Date People in the Real World,44865,NA,3/10/2017,day,"Apps, Community and Lifestyle, Hardware, Software",3,NA,1,1500000,1,Private,NA,NA,NA,NA,Seed,8/15/2017,1500000,Seed,NA,NA,NA
0,1814,"ZeroTier, Inc.","Cloud Infrastructure, Information Technology, Internet, Security, Telecommunications, Virtualization","Irvine, California, United States",ZeroTier is directly connecting the world's devices with universal software defined networking.,44872,Less than $1M,1/1/2011,year,"Hardware, Information Technology, Internet Services, Privacy and Security, Software",1,1-10,2,427500,1,Private,NA,NA,NA,NA,Seed,11/7/2019,NA,Pre-Seed,NA,NA,NA
0,1815,zEconomy,"B2B, Marketplace, Payments","Culver City, California, United States","zEconomy is a liquidity marketplace that enables businesses to trade liquidity for price discounts, without increasing credit risk.",44887,Less than $1M,1/1/2013,year,"Commerce and Shopping, Financial Services, Payments",NA,1-10,1,1550000,NA,Private,NA,NA,NA,NA,Seed,6/18/2014,1550000,Seed,0,1,NA
0,1816,Water Planet,Oil and Gas,"Los Angeles, California, United States",Water Planet is a Los Angeles based water treatment solutions provider focused on solving the world’s most challenging water reuse.,44888,$1M to $10M,1/1/2011,year,"Energy, Natural Resources",2,11-50,3,12533950,3,Private,NA,NA,NA,NA,NA,8/1/2016,3180000,Venture - Series Unknown,2,3,NA
0,1817,Muzik,"Consumer Electronics, Electronics, Music","West Hollywood, California, United States","Creators of The Worlds First Smart headphones designed to connect artists, fans, and brands like never before.",44921,$1M to $10M,8/1/2012,day,"Consumer Electronics, Hardware, Media and Entertainment, Music and Audio",1,11-50,2,80000000,6,Private,NA,NA,4,NA,NA,5/4/2018,70000000,Venture - Series Unknown,44,13,NA
0,1818,LevelPlay Sports,Software,"Los Angeles, California, United States",SaaS platform for the world's Athletes and Coaches,44927,NA,6/15/2017,day,Software,3,11-50,1,650000,NA,Private,NA,NA,NA,NA,Seed,5/24/2019,650000,Pre-Seed,674,390,NA
0,1819,Frame Health,"Health Care, Internet, Software","Los Angeles, California, United States",Frame Health is a cloud-based software solution designed to enhance patient care and significantly lower healthcare costs.,44942,$1M to $10M,1/1/2010,year,"Health Care, Internet Services, Software",1,NA,1,100000,3,Private,NA,NA,1,NA,NA,2/1/2017,100000,Convertible Note,NA,NA,NA
0,1820,MEDL Mobile,"Advertising, App Marketing, Apps, Marketing, Mobile","Fountain Valley, California, United States",MEDL Mobile is a mobile app development and strategic mobile marketing company.,44991,NA,3/1/2009,day,"Advertising, Apps, Mobile, Sales and Marketing, Software",2,51-100,2,4000000,NA,Delisted,2011-08-05,"Made Acquisitions, Was Acquired",1,NA,M&A,1/1/2012,1500000,Post-IPO Equity,0,1,NA
0,1821,NeurOptics,"Biotechnology, Eyewear, Manufacturing","Irvine, California, United States",NeurOptics manufactures devices that gather and process information from the human eye to support medical decision-making and researches.,45003,$1M to $10M,1/1/1995,year,"Biotechnology, Consumer Goods, Manufacturing, Science and Engineering",1,11-50,3,2246627,1,Private,NA,NA,NA,1,NA,4/18/2016,500000,Debt Financing,14,9,NA
0,1822,DropKey,"Mobile, Video, Video Streaming","Los Angeles, California, United States",DropKey® Inflatable Studio in a Bag® and mobile app s a consumer-friendly push-button perfect background replacement solution,45011,Less than $1M,1/1/2017,year,"Content and Publishing, Media and Entertainment, Mobile, Video",1,1-10,2,1000000,2,Private,NA,NA,NA,1,Seed,1/15/2018,750000,Seed,1,0,NA
0,1823,2C Tech,"Electrical Distribution, Medical Device, Nanotechnology","Irvine, California, United States","2C Tech is developing a novel, breakthrough nanotechnology based medical device.",45097,$1M to $10M,1/1/2008,year,"Energy, Health Care, Science and Engineering",1,1-10,3,5500000,1,Private,NA,NA,NA,NA,NA,1/28/2019,1500000,Venture - Series Unknown,NA,NA,NA
0,1824,MemberPlanet,"Financial Services, Office Administration, Software, Web Development","Torrance, California, United States","MemberPlanet, a web-based company, provides groups with a free portal to manage their communication, financial, and administrative needs.",45159,NA,1/1/2011,year,"Administrative Services, Financial Services, Software",1,11-50,1,2500000,2,Private,NA,NA,NA,NA,Seed,9/26/2013,2500000,Seed,NA,NA,NA
0,1825,Fresno Unlimited,"Content, Machine Learning, Media and Entertainment","Santa Monica, California, United States",Fresno Unlimited is an entertainment company using machine learning-based proprietary insights to reinvent the premium content model.,45228,$1M to $10M,1/1/2014,year,"Artificial Intelligence, Data and Analytics, Media and Entertainment, Software",1,11-50,1,8000000,5,Private,NA,NA,NA,1,Seed,9/28/2017,8000000,Seed,0,4,NA
0,1826,Wisecrack,"Digital Entertainment, Film Production, Media and Entertainment","Los Angeles, California, United States","Wisecrack is a Los Angeles-based digital first media collective run by comedians,",45250,Less than $1M,8/1/2014,month,"Media and Entertainment, Video",3,NA,1,1000000,2,Private,NA,Was Acquired,NA,NA,M&A,12/1/2016,1000000,Venture - Series Unknown,1,5,NA
0,1827,Eternime,"Artificial Intelligence, Big Data, Social Media","Walnut, California, United States","Eternime, a network of artificially-intelligent avatars, preserves its members’ thoughts, stories, and memories for eternity.",45252,$1M to $10M,9/1/2014,month,"Artificial Intelligence, Data and Analytics, Internet Services, Media and Entertainment, Science and Engineering, Software",2,1-10,3,281617,2,Private,NA,NA,NA,NA,Seed,12/3/2016,74617,Grant,NA,NA,NA
0,1828,Rufus Labs,"Consumer Electronics, Electronics, Enterprise, Logistics, Messaging, Wearables","Los Angeles, California, United States","Rufus builds enterprise tools that make workers more productive, more efficient and keeps them safer on the job.",45271,$1M to $10M,1/1/2013,year,"Consumer Electronics, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Transportation",4,NA,4,445000,3,Private,NA,NA,2,NA,NA,12/1/2016,NA,Venture - Series Unknown,NA,NA,NA
0,1829,BlockFraud,"Artificial Intelligence, Computer, Fraud Detection, Information Technology, Machine Learning, Network Security, Security","Santa Monica, California, United States",BlockFraud provides digital anti-fraud solutions to mobile carriers around the world.,45283,NA,1/1/2017,year,"Artificial Intelligence, Consumer Electronics, Data and Analytics, Financial Services, Hardware, Information Technology, Payments, Privacy and Security, Science and Engineering, Software",NA,NA,1,5000000,1,Private,NA,Was Acquired,NA,1,M&A,6/21/2017,5000000,Series A,NA,NA,NA
0,1830,Lootsie,"Enterprise Software, Loyalty Programs","Culver City, California, United States",Lootsie is mobile-first customer loyalty.,45287,NA,7/9/2012,day,"Sales and Marketing, Software",2,11-50,4,6962500,4,Private,NA,NA,NA,NA,Seed,12/21/2015,2212500,Debt Financing,0,1,NA
0,1831,GameCake,"Gaming, Mobile, Video Games","Los Angeles, California, United States","GameCake is a game development company that makes games for Connected TV devices (streaming media players, smart TVs, etc.)",45288,Less than $1M,12/28/2015,day,"Gaming, Mobile",2,1-10,2,1190000,4,Private,NA,NA,NA,NA,Seed,6/23/2017,980000,Seed,0,4,NA
0,1832,WeStrive,"Fitness, Mobile, Mobile Apps, Personal Health, SaaS","Los Angeles, California, United States","A personal training SaaS platform that allows personal trainers to build, operate, and grow their business online and from our mobile app.",45318,NA,1/1/2015,year,"Apps, Health Care, Mobile, Software, Sports",1,1-10,3,145000,3,Private,NA,NA,NA,1,Seed,6/17/2019,20000,Seed,NA,NA,NA
0,1833,Bambu Tech Inc.,"Audio, Software","Calabasas, California, United States",Bambu is a software audio solution (AWSM - Advanced Wave Sound Method) designed to improve cost and performance on hardware and streaming,45324,Less than $1M,4/15/2016,day,"Media and Entertainment, Music and Audio, Software",3,1-10,4,3050000,3,Private,NA,NA,NA,NA,Seed,7/6/2018,NA,Seed,1,2,NA
0,1834,GoGuardian,"Education, Internet, Software","Los Angeles, California, United States",Safer Students. Better Learning.,45454,$1M to $10M,1/1/2014,year,"Education, Internet Services, Software",3,101-250,2,,2,Private,NA,NA,3,2,Private Equity,5/24/2018,NA,Private Equity,0,10,NA
0,1835,Bidderlo,"E-Commerce, Internet","Los Angeles, California, United States",Bidderlo is an e-commerce online auction site that uses new technology to bid on trending items,45464,NA,1/1/2018,year,"Commerce and Shopping, Internet Services",NA,501-1000,1,1000000,1,Private,NA,NA,NA,NA,Early Stage Venture,2/1/2019,1000000,Series A,NA,NA,NA
0,1836,PayQwick,"Banking, E-Commerce, Legal","Calabasas, California, United States", It provides electronic payment services.,45479,$10M to $50M,1/1/2013,year,"Commerce and Shopping, Financial Services, Lending and Investments, Professional Services",1,NA,1,2900000,NA,Private,NA,NA,NA,NA,NA,10/31/2017,2900000,Venture - Series Unknown,NA,NA,NA
0,1837,Nannocare,"Consumer Goods, Women's","Los Angeles, California, United States","Nannocare is an all-natural and hypoallergenic pad made with USDA, OCS- certified organic cotton.",45492,NA,1/1/2017,year,Consumer Goods,NA,NA,2,297614,1,Private,NA,NA,NA,NA,NA,12/18/2019,47614,Equity Crowdfunding,0,4,NA
0,1838,Industrial Toys,"Gaming, PC Games, Video Games","Pasadena, California, United States","We make mobile games for core gamers. Our first title, Midnight Star, is a re-imagining of the sci-fi shooter for mobile.",45506,NA,1/1/2012,year,Gaming,3,11-50,1,5000000,2,Private,NA,Was Acquired,NA,1,M&A,3/31/2014,5000000,Series A,NA,NA,NA
0,1839,Doctor Evidence,"Analytics, Health Care, Medical, Software","Santa Monica, California, United States",Doctor Evidence offers full analytics of humanistic and economic published data and patient outcomes in a transparent software environment.,45518,$1M to $10M,1/1/2004,year,"Data and Analytics, Health Care, Software",3,51-100,1,1500000,NA,Private,NA,NA,NA,NA,NA,4/6/2011,1500000,Debt Financing,NA,NA,NA
0,1840,The Crypto Company,"Blockchain, Finance, Financial Services","Malibu, California, United States",The crypto company is an operating company actively managing and building a diversified portfolio of crypto currencies.,45536,$1M to $10M,1/1/2013,year,Financial Services,1,1-10,2,10820373,NA,Public,2017-11-14,NA,NA,NA,IPO,12/12/2017,8554488,Post-IPO Equity,0,1,NA
0,1841,Sharkwheel,Apps,"Lake Forest, California, United States",David Patrick discovered a shape that has proven to be a better shaped wheel for any application.,45561,$1M to $10M,1/1/2012,year,"Apps, Software",NA,11-50,2,1168448,2,Private,NA,NA,1,NA,NA,5/1/2019,534920,Equity Crowdfunding,2,4,NA
0,1842,Flip Technologies,"Consumer Electronics, Hardware, Internet of Things, Software, Sports, Wearables","Los Angeles, California, United States",Flip Technologies focused on building transportation and navigation technologies for the automobiles of the future.,45565,$1M to $10M,1/10/2014,day,"Consumer Electronics, Hardware, Internet Services, Software, Sports",2,1-10,4,285000,4,Private,NA,NA,2,NA,Seed,3/5/2016,100000,Seed,NA,NA,NA
0,1843,Ingram Micro,"Electronics, Information Technology, Logistics, Software, VoIP","Irvine, California, United States",Ingram Micro distributes information technology (IT) products and supply chain solutions worldwide.,45590,NA,1/1/1979,year,"Consumer Electronics, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Software, Transportation",1,10001+,,,NA,Delisted,2013-03-08,"Made Acquisitions, Was Acquired",43,NA,M&A,,NA,NA,49,97,NA
0,1844,World Population Review,"CRM, Information Technology","Walnut, California, United States",World Population Review turns complex demographic information into easy-to-understand articles on population of countries and cities.,45619,Less than $1M,1/1/2015,day,"Information Technology, Sales and Marketing, Software",NA,NA,,,NA,Private,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
0,1845,"Varius Solutions, Inc.","Blockchain, Consulting, Information Technology, Software","Santa Monica, California, United States","Varius Solutions, Inc. is a blockchain consulting and product company.",45629,NA,1/1/2018,year,"Information Technology, Software",NA,NA,1,5000000,1,Private,NA,NA,NA,1,NA,10/29/2018,5000000,Venture - Series Unknown,NA,NA,NA
0,1846,Tenex Health,"Biotechnology, Health Care, Therapeutics","Lake Forest, California, United States",Tenex Health develops minimally invasive therapies for the removal of diseased soft tissue and the restoration of musculoskeletal function.,45639,$1M to $10M,1/1/2009,year,"Biotechnology, Health Care, Science and Engineering",1,51-100,3,18518224,1,Private,NA,NA,NA,1,Private Equity,1/25/2012,11843224,Private Equity,14,5,NA
0,1847,Myspace,"Music, Social Media, Social Network, Web Hosting","Beverly Hills, California, United States","MySpace is a social networking site that enables members to make friends, write blog posts, add music, and customize their MySpace pages.",45744,NA,8/1/2003,day,"Internet Services, Media and Entertainment, Music and Audio",7,251-500,1,37790000,2,Private,NA,"Made Acquisitions, Was Acquired",NA,1,M&A,3/16/2005,37790000,Series A,12,46,NA
0,1848,Trainersvault,"Training, Wellness","Los Angeles, California, United States",Trainersvault is an online management tool for personal trainers.,45749,$1M to $10M,1/1/2013,year,"Education, Health Care",3,1-10,5,180000,4,Private,NA,NA,NA,1,Seed,7/18/2019,150000,Seed,NA,NA,NA
0,1849,MediPines Corporation,"Health Care, Manufacturing, Medical Device","Yorba Linda, California, United States","MediPines Corporation is a pioneering medical device company, established to advance respiratory medicine.",45754,$1M to $10M,1/1/2014,year,"Health Care, Manufacturing",1,NA,1,4300000,NA,Private,NA,NA,NA,NA,NA,3/13/2015,4300000,Venture - Series Unknown,7,6,NA
0,1850,TMZ,"News, Publishing","Los Angeles, California, United States","TMZ is a celebrity news website that features celebrity gossip, interviews, video footage, photos, and more.",45757,NA,1/1/2005,year,"Content and Publishing, Media and Entertainment",NA,51-100,,,NA,Private,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
0,1851,Brud,"Apps, Artificial Intelligence, Robotics","Los Angeles, California, United States","Brud is a group of problem solvers specializing in robotics, artificial intelligence, and their applications to media businesses. ",45820,NA,1/1/2014,year,"Apps, Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software",2,NA,3,6100000,7,Private,NA,NA,NA,4,Early Stage Venture,1/14/2019,NA,Series B,0,7,NA
0,1852,Haiven Home,"Consumer Electronics, Hardware, Home Decor, Home Services, Internet of Things, Security, Smart Home","El Segundo, California, United States","The most beautiful, simple and intelligent smart home cameras ever designed. ",45831,NA,1/1/2015,year,"Consumer Electronics, Hardware, Internet Services, Privacy and Security, Real Estate",3,1-10,3,475000,2,Private,NA,NA,2,NA,Seed,2/8/2017,150000,Convertible Note,NA,NA,NA
0,1853,Talnts,"Apps, iOS, Mobile, Professional Networking, Social Media","Woodland Hills, California, United States","Talnts is a smartphone application that enables users to discover, connect, and collaborate with professional talent in their localities.",45878,Less than $1M,1/1/2013,year,"Apps, Community and Lifestyle, Internet Services, Media and Entertainment, Mobile, Platforms, Professional Services, Software",3,1-10,1,1500000,NA,Private,NA,NA,NA,NA,Seed,1/18/2015,1500000,Seed,0,2,NA
0,1854,Telzio,"SaaS, Software, Telecommunications, VoIP","Los Angeles, California, United States",The most flexible business phone system in the world.,45929,$1M to $10M,8/1/2013,day,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Software",2,11-50,1,165000,2,Private,NA,NA,NA,NA,Seed,10/15/2016,165000,Seed,0,1,NA
0,1855,AtheroNova,"Biotechnology, Pharmaceutical","Irvine, California, United States",AtheroNova develops compounds to safely regress atherosclerotic plaque for the treatment and prevention of cardiovascular diseases,45988,NA,1/1/2006,year,"Biotechnology, Health Care, Science and Engineering",NA,1-10,2,2406500,NA,Public,2012-06-27,NA,NA,NA,IPO,9/16/2014,500000,Debt Financing,1,1,NA
0,1856,Quickly,"Analytics, Search Engine, SEO","Pasadena, California, United States",Find what you want quickly. Coming soon to a search box near you.,46003,NA,1/1/2013,year,"Data and Analytics, Internet Services, Sales and Marketing",2,NA,1,7000000,3,Private,NA,NA,NA,1,Early Stage Venture,5/5/2015,7000000,Series A,0,2,NA
0,1857,Elevate,"Digital Media, Internet, Mobile, Video","San Clemente, California, United States",Elevate provides mobile broadband solutions for residential and small business users.,46005,$1M to $10M,1/1/2008,year,"Internet Services, Media and Entertainment, Mobile, Video",1,251-500,1,500000,NA,Private,NA,Made Acquisitions,NA,NA,Seed,12/12/2011,500000,Seed,0,1,NA
0,1858,Inspiration Biopharmaceuticals,"Biotechnology, Health Diagnostics, Pharmaceutical","Laguna Niguel, California, United States",Inspiration Biopharmaceuticals develops recombinant blood coagulation factor products for the treatment of hemophilia.,46030,$10M to $50M,1/1/2004,year,"Biotechnology, Health Care, Science and Engineering",1,11-50,2,258625546,NA,Private,NA,NA,NA,NA,NA,3/29/2011,247640946,Undisclosed,1,1,NA
0,1859,MEMSDrive,"Manufacturing, Mobile Devices, Semiconductor","Pasadena, California, United States",MEMS Drive is committed to provide superior imaging solutions to mobile devices.,46064,$10M to $50M,1/1/2014,year,"Consumer Electronics, Hardware, Manufacturing, Mobile, Science and Engineering",3,11-50,1,11000000,1,Private,NA,NA,NA,1,Early Stage Venture,10/18/2016,11000000,Series B,NA,NA,NA
0,1860,Mobile Motion,"Information Technology, Internet, Photography, Software","Woodland Hills, California, United States",Mobile Motion is providing helping ordinary people to connect with the internet.,46100,Less than $1M,3/1/2013,day,"Content and Publishing, Information Technology, Internet Services, Media and Entertainment, Software",1,1-10,1,5238521,1,Private,NA,NA,NA,1,Early Stage Venture,7/28/2015,5238521,Series A,NA,NA,NA
0,1861,TradeYa,"Consumer Goods, E-Commerce, Trading Platform","Venice, California, United States",TradeYa is a web based batter platfrom connecting people for trade.,46157,Less than $1M,1/1/2012,year,"Commerce and Shopping, Consumer Goods, Financial Services, Lending and Investments",2,11-50,1,1100000,3,Private,NA,NA,NA,NA,Seed,2/3/2014,1100000,Seed,NA,NA,NA
0,1862,Transplant Genomics Inc.,"Biotechnology, Genetics, Health Diagnostics, Medical","Woodland Hills, California, United States",Transplant Genomics is a biotech company that focuses on improving organ transplant outcomes.,46167,NA,1/1/2013,year,"Biotechnology, Health Care, Science and Engineering",2,1-10,2,3013000,NA,Private,NA,Was Acquired,NA,NA,M&A,4/10/2014,2815000,Debt Financing,NA,NA,NA
0,1863,Stockr,"Finance, Financial Services, News, Social Media","Santa Monica, California, United States","Stockr is a social media platform for the financial world, connecting investors directly to the people and companies they want to follow.",46184,$1M to $10M,5/1/2010,day,"Content and Publishing, Financial Services, Internet Services, Media and Entertainment",3,11-50,3,1500000,7,Private,NA,NA,NA,NA,Seed,4/25/2014,NA,Angel,0,1,NA
