"","Y","id","Organization.Name","CB.Rank..Company.","Headquarters.Location","Industry.Groups","Description","Estimated.Revenue.Range","Founded.Date","Number.of.Founders","Number.of.Employees","Number.of.Funding.Rounds","Total.Funding.Amount","Number.of.Investors","IPO.Status","IPO.Date","Acquisition.Status","Number.of.Events","Number.of.Lead.Investors","Funding.Status","Last.Funding.Date","Last.Funding.Amount.Currency..in.USD.","Last.Funding.Type","IPqwery...Total.Patents","IPqwery...Total.Trademarks"
"1531",0,1531,"Edwards Lifesciences",37115,"Irvine, California, United States","Biotechnology, Health Care, Science and Engineering","Edwards Lifesciences is the global leader in the science of heart valves and hemodynamic monitoring.","$1B to $10B","1/1/1958","NA","5001-10000",NA,NA,"NA","Public","2018-01-26","Made Acquisitions",1,NA,"IPO",NA,"NA","NA","1,740","460"
"1532",0,1532,"Buttrfly",37122,"West Hollywood, California, United States","Financial Services, Payments, Sales and Marketing, Software","Tinder for Influence Buttrfly is a blockchain marketplace for brands to scale influencer marketing campaigns","NA","12/1/2017","1","11-50",1,2e+06,"NA","Private","NA","NA",NA,NA,"Seed","3/1/2018","2000000","Seed","NA","NA"
"1533",0,1533,"QueensBridge Venture Partners",37146,"Los Angeles, California, United States","Financial Services, Lending and Investments","QueensBridge Venture Partners, LLC (""QBVP) has a history of engaging in highly competitive and visible markets.","NA","1/1/2014","6","1-10",NA,NA,"NA","Private","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","NA"
"1534",0,1534,"OpenPath",37176,"Irvine, California, United States","Financial Services, Information Technology, Payments, Software","The world's most advanced payments platform which allows merchants to take control of risk and fraud and integrate data","NA","1/1/2016","3","11-50",1,8e+06,"NA","Private","NA","NA",NA,NA,"Early Stage Venture","8/31/2019","8000000","Series A","NA","NA"
"1535",0,1535,"Korea Content Platform",37199,"Los Angeles, California, United States","Media and Entertainment, Video","KCP(Korea Content Platform) is an American entertainment company","NA","11/22/2016","NA","11-50",1,12600000,"NA","Private","NA","NA",NA,NA,"NA","1/3/2017","12600000","Venture - Series Unknown","1","3"
"1536",0,1536,"Service Trading Company",37238,"Irvine, California, United States","Financial Services, Internet Services, Lending and Investments","Service Trading Company vertically integrates an option to purchase on-site services throughout the entire home improvement industry.","Less than $1M","1/1/2012","NA","11-50",2,4611427,"NA","Private","NA","NA",NA,NA,"NA","8/29/2017","4011427","Venture - Series Unknown","NA","NA"
"1537",0,1537,"Rydable",37245,"Los Angeles, California, United States","NA","Rydable produces and manufactures an extensive range of electric skateboards, scooters, hoverboards and more.","NA","11/2/2019","2","11-50",2,1135762,"1","Private","NA","NA",NA,1,"Seed","10/15/2019","650762","Seed","NA","NA"
"1538",0,1538,"Adagio Medical",37267,"Laguna Hills, California, United States","Health Care","Adagio Medical is engaged in the research and development of treatments for cardiovascular diseases.","Less than $1M","1/1/2011","1","11-50",2,6637111,"NA","Private","NA","NA",NA,NA,"NA","8/19/2014","4137110","Venture - Series Unknown","27","2"
"1539",0,1539,"Aloware",37289,"Los Angeles, California, United States","Administrative Services, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software","Omnichannel Cloud Contact Center that supports Calls, SMS, Social Messengers and works with any CRM.","NA","11/1/2017","2","11-50",1,250000,"NA","Private","NA","NA",1,NA,"Seed","2/20/2018","250000","Seed","NA","NA"
"1540",0,1540,"Crux",37328,"Venice, California, United States","Internet Services, Media and Entertainment","Crux is a messaging app for college students. It lets you share, discover and organize what's happening right now on campus.","$1M to $10M","1/31/2014","2","11-50",1,480000,"3","Private","NA","Was Acquired",NA,1,"M&A","12/3/2014","480000","Seed","14","5"
"1541",0,1541,"PharmaCyte Biotech",37376,"Laguna Hills, California, United States","Biotechnology, Health Care, Science and Engineering","PharmaCyte Biotech is a clinical stage biotechnology company focused on developing and preparing to commercialize treatments for cancer.","Less than $1M","1/1/1996","1","11-50",2,2136000,"NA","Public","2016-01-12","Made Acquisitions",NA,NA,"IPO","1/15/2016","1000000","Post-IPO Equity","4","0"
"1542",0,1542,"The Kive Company",37378,"Encino, California, United States","Community and Lifestyle, Internet Services, Software","The Kive Company offers Artkive, an app that enables users to store their children's artwork in the cloud and share it with others.","Less than $1M","1/1/2012","2","NA",2,775000,"2","Private","NA","NA",NA,NA,"Seed","2/19/2014","275000","Debt Financing","0","2"
"1543",0,1543,"Venbrook Insurance Services",37398,"Woodland Hills, California, United States","Financial Services","Venbrook Insurance Services is a national leader in insurance broking and risk management solutions.","$10M to $50M","1/1/2000","1","101-250",1,4.2e+07,"1","Private","NA","NA",NA,1,"NA","10/20/2016","42000000","Debt Financing","NA","NA"
"1544",0,1544,"Metronom Health",37433,"Laguna Hills, California, United States","Health Care","Metronom Health, Inc. develops and markets continuous glucose monitoring systems for diabetes management.","NA","1/1/2009","NA","1-10",1,5300000,"1","Private","NA","NA",NA,1,"NA","9/4/2014","5300000","Venture - Series Unknown","1","0"
"1545",0,1545,"Emmaus Medical",37444,"Torrance, California, United States","Biotechnology, Health Care, Science and Engineering","Emmaus Medical is a pharmaceutical company dedicated to developing new treatments for rare diseases and conditions.","NA","1/1/2000","1","11-50",5,61215079,"2","Private","NA","Was Acquired",NA,1,"M&A","1/18/2018","30000000","Debt Financing","4","9"
"1546",0,1546,"Morphlabs",37509,"Manhattan Beach, California, United States","Information Technology, Internet Services, Software","Morphlabs offers a platform that delivers cloud infrastructure maximizing productivity for network administrators and software developers.","$1M to $10M","8/10/2007","1","11-50",6,22750000,"8","Private","NA","NA",NA,6,"NA","11/6/2015","750000","Venture - Series Unknown","NA","NA"
"1547",0,1547,"Platinum Equity",37520,"Beverly Hills, California, United States","Financial Services, Information Technology, Lending and Investments, Professional Services","Platinum Equity is a global investment firm with $13 billion of assets under management and a portfolio of operating companies.","NA","1/1/1995","1","101-250",NA,NA,"NA","Private","NA","Made Acquisitions",NA,NA,"NA",NA,"NA","NA","0","10"
"1548",0,1548,"Work Today",37520,"Santa Monica, California, United States","Internet Services, Messaging and Telecommunications, Software","Work Today makes it painless for you to apply for jobs.","$1M to $10M","5/1/2016","2","1-10",1,1100000,"6","Private","NA","NA",NA,NA,"Seed","4/28/2017","1100000","Seed","NA","NA"
"1549",0,1549,"City Twig, Inc.",37528,"Newport Beach, California, United States","Data and Analytics, Financial Services","City Twig, Inc. is a FinTech company utilizing its proprietary database of SMBs in the U.S.","NA","2/3/2011","2","11-50",2,2511538,"NA","Private","NA","NA",NA,NA,"Seed","1/1/2016","2000000","Angel","0","2"
"1550",0,1550,"Respawn Entertainment",37531,"Sherman Oaks, California, United States","Gaming, Software","Respawn Entertainment is an independent video game development studio located in the San Fernando Valley.","NA","5/1/2010","1","51-100",NA,NA,"NA","Private","NA","Was Acquired",NA,NA,"M&A",NA,"NA","NA","NA","NA"
"1551",0,1551,"Pablito",37569,"Los Angeles, California, United States","Apps, Information Technology, Mobile, Software, Transportation","Shuttle Service and Software for Businesses, Institutions, and Municipalities.","NA","1/1/2017","3","1-10",3,395000,"NA","Private","NA","NA",NA,NA,"Seed","6/1/2019","225000","Seed","NA","NA"
"1552",0,1552,"Nanotech Engineering",37582,"Irvine, California, United States","Manufacturing","Nanotech Engineering is the only manufacturer that uses graphene and carbon nanotubes in a photovoltaic.","NA","1/1/2017","NA","NA",1,67200000,"NA","Private","NA","NA",NA,NA,"Seed","6/14/2018","67200000","Seed","0","1"
"1553",0,1553,"BottleKeeper",37626,"El Segundo, California, United States","Food and Beverage","BottleKeeper is a company that promises to keep warm beer out of your hands.","NA","1/1/2013","2","1-10",1,1e+06,"2","Private","NA","NA",NA,NA,"NA","11/28/2018","1000000","Venture - Series Unknown","NA","NA"
"1554",0,1554,"nēdl (as in, 'the haystack')",37638,"Santa Monica, California, United States","Apps, Software","Search Live & Recorded Audio Like the Web, By Keyword, & Create Your Own Live Radio Shows!","NA","1/1/2017","2","NA",5,1e+06,"5","Private","NA","NA",NA,NA,"Seed","3/18/2019","NA","Seed","1","1"
"1555",0,1555,"Unsubscribe.com",37664,"Santa Monica, California, United States","Commerce and Shopping, Information Technology, Internet Services, Messaging and Telecommunications","Unsubscribe is an online service that helps individuals get rid of unwanted mailing lists and newsletters in their email accounts.","NA","5/1/2010","3","11-50",2,2100000,"13","Private","NA","Was Acquired",NA,1,"M&A","10/21/2010","2100000","Series A","NA","NA"
"1556",0,1556,"Valencia Technologies",37675,"Valencia, California, United States","Financial Services, Health Care","Valencia Technologies Corp. operates in the healthcare sector. The company was incorporated in 2011 and is based in Valencia, California.","$1M to $10M","1/1/2011","1","11-50",2,4876506,"NA","Private","NA","NA",NA,NA,"NA","3/2/2015","2216506","Venture - Series Unknown","44","1"
"1557",0,1557,"Hypothermia Devices",37706,"Inglewood, California, United States","Health Care","Hypothermia Devices Inc., a Brentwood-based medical device company.","NA","1/1/2016","1","11-50",1,10731643,"1","Private","NA","NA",NA,NA,"NA","10/26/2018","10731643","Venture - Series Unknown","4","11"
"1558",0,1558,"Water Health International",37723,"Irvine, California, United States","Natural Resources, Sustainability","WaterHealth International provides de-centralized, scalable, safe, and affordable water solutions.","$10M to $50M","1/1/1995","1","251-500",10,63979000,"5","Private","NA","NA",NA,4,"NA","11/29/2017","400000","Venture - Series Unknown","0","1"
"1559",0,1559,"Little Labs",37736,"Venice, California, United States","Consumer Electronics, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Mobile","Smartwatch app studio creating simple, contextual and fun experiences designed for the post-phone era","NA","1/1/2014","3","1-10",2,3e+06,"5","Private","NA","NA",NA,3,"Seed","5/19/2015","3000000","Seed","0","3"
"1560",0,1560,"Wherefor",37740,"Santa Monica, California, United States","Events, Media and Entertainment, Travel and Tourism","The first search engine to show where you can travel for what you want to spend.","Less than $1M","1/1/2013","3","1-10",5,1465000,"2","Private","NA","NA",1,NA,"NA","2/16/2017","975000","Venture - Series Unknown","0","2"
"1561",0,1561,"BuzzMob",37773,"Irvine, California, United States","Apps, Internet Services, Media and Entertainment, Mobile, Software","Connecting classrooms and schools to engage and empower parents and students.","$1M to $10M","12/1/2010","2","1-10",3,2600000,"2","Private","NA","NA",NA,1,"NA","10/16/2012","2000000","Venture - Series Unknown","NA","NA"
"1562",0,1562,"The Experience Resorts, LLC",37847,"Calabasas, California, United States","Events, Information Technology, Internet Services, Media and Entertainment, Travel and Tourism","The Experience Resorts is an affinity-based tropical resort company targeting socially linked groups across thousands of interests","NA","6/1/2017","1","1-10",1,1250000,"7","Private","NA","NA",NA,NA,"Seed","5/15/2019","1250000","Seed","NA","NA"
"1563",0,1563,"Hiven",37929,"Los Angeles, California, United States","NA","The all-in-one chat platform to connect and engage with the communities that matter to you the most in a real-time, secure and reliable way","NA","7/8/2019","2","1-10",1,20000,"1","Private","NA","NA",NA,NA,"Seed","7/24/2019","20000","Pre-Seed","0","1"
"1564",0,1564,"Select Interior Concepts",37976,"Anaheim, California, United States","Design, Manufacturing, Real Estate","Select Interior is a diversified product and service company with market leading capabilities in interior selections and merchandising.","$100M to $500M","1/1/2017","NA","NA",1,6e+07,"1","Private","NA","Made Acquisitions",NA,NA,"Private Equity","11/30/2017","60000000","Private Equity","0","3"
"1565",0,1565,"Nanotech Energy",37997,"Los Angeles, California, United States","Energy","Nanotech Energy is the World's top supplier of Graphene, Graphene Oxide and Graphene supper BATTERIES","Less than $1M","1/1/2014","1","NA",1,3414453,"NA","Private","NA","NA",NA,NA,"NA","4/3/2018","3414453","Undisclosed","10","0"
"1566",0,1566,"Duuple",37999,"Los Angeles, California, United States","Apps, Community and Lifestyle, Internet Services, Media and Entertainment, Mobile, Software","Duuple is a Mobile App/Social Media Platform enabling users to raise money and awareness for various causes by posting/accepting challenges.","NA","7/18/2017","NA","11-50",1,6e+06,"NA","Private","NA","NA",NA,NA,"Seed","2/23/2017","6000000","Seed","NA","NA"
"1567",0,1567,"Samesurf, Inc.",38106,"Los Angeles, California, United States","Software","Real-time sales, support & collaboration SaaS/platform offering that features the world's most advanced and patented co-browsing technology.","NA","1/1/2009","2","11-50",3,1850000,"NA","Private","NA","NA",NA,NA,"NA","12/18/2013","500000","Venture - Series Unknown","NA","NA"
"1568",0,1568,"WhatsMode",38124,"West Hollywood, California, United States","Clothing and Apparel, Commerce and Shopping, Design, Internet Services, Media and Entertainment","WhatsMode is the leading online platform for influencer brands that partners with influencers like to create fashionable clothes.","NA","3/1/2014","3","501-1000",3,5e+06,"2","Private","NA","NA",NA,2,"Early Stage Venture","9/4/2018","NA","Series B","0","2"
"1569",0,1569,"SPAR Technology Corp.",38133,"Los Angeles, California, United States","Gaming, Software","SPAR Technology Corp. is a developer of a gaming platform.","NA","1/1/2016","NA","NA",1,1724498,"NA","Private","NA","NA",NA,NA,"Seed","12/28/2017","1724498","Seed","0","1"
"1570",0,1570,"Lime Energy",38254,"Glendora, California, United States","Energy, Sustainability","Lime Energy is building a new energy future. Our integrated demand side solutions provide utilities with a single platform to deliver","NA","1/1/1997","NA","501-1000",1,1e+07,"1","Delisted","2000-01-14","Made Acquisitions, Was Acquired",NA,1,"M&A","12/30/2014","10000000","Post-IPO Equity","NA","NA"
"1571",0,1571,"LunarCRUSH",38263,"Costa Mesa, California, United States","Data and Analytics, Design, Financial Services, Information Technology, Payments, Software","LunarCRUSH brings transparency to the cryptocurrency markets through community-driven insights.","NA","6/12/2018","2","1-10",2,120000,"3","Private","NA","NA",3,2,"Seed","1/24/2020","NA","Seed","NA","NA"
"1572",0,1572,"Burstly",38268,"Santa Monica, California, United States","Advertising, Data and Analytics, Mobile, Platforms, Sales and Marketing, Software","Burstly develops tools that provide solutions for beta-testing, intuitive analytics and application monetization.","NA","12/1/2009","1","11-50",2,7300000,"3","Private","NA","Made Acquisitions, Was Acquired",NA,1,"M&A","11/30/2011","5500000","Venture - Series Unknown","NA","NA"
"1573",0,1573,"Nurulize Inc.",38315,"Culver City, California, United States","Hardware, Software","Nurulize is a virtual reality software development company.","NA","11/13/2013","2","11-50",1,2e+06,"1","Private","NA","Was Acquired",NA,1,"M&A","1/8/2015","2000000","Seed","0","3"
"1574",0,1574,"Seismic Games",38365,"Los Angeles, California, United States","Gaming, Hardware, Mobile, Software","Seismic Games is a studio that develops games for Facebook, iOS and Android devices.","NA","1/1/2011","5","11-50",3,4238332,"5","Private","NA","Made Acquisitions, Was Acquired",NA,1,"M&A","6/5/2012","738332","Venture - Series Unknown","0","1"
"1575",0,1575,"Indi Molecular",38371,"Culver City, California, United States","Biotechnology, Health Care, Science and Engineering","Indi Molecular is an emerging life sciences company that is developing a synthetic class of diagnostic and therapeutic.","$1M to $10M","1/1/2013","1","1-10",3,13300000,"5","Private","NA","NA",NA,2,"Early Stage Venture","6/29/2017","11500000","Series A","13","0"
"1576",0,1576,"Hammitt",38382,"Los Angeles, California, United States","Commerce and Shopping","Hammitt is a luxury accessory brand from Los Angeles with handbags at it's heart.","$1M to $10M","1/1/2008","1","11-50",1,2070000,"NA","Private","NA","NA",NA,NA,"NA","3/6/2019","2070000","Venture - Series Unknown","0","10"
"1577",0,1577,"Grounded",38414,"Los Angeles, California, United States","Agriculture and Farming, Food and Beverage","Cheese Free Cheese","NA","10/9/2019","2","1-10",1,2e+05,"1","Private","NA","NA",1,1,"Seed","11/4/2019","200000","Seed","0","1"
"1578",0,1578,"GVNG.org",38451,"Los Angeles, California, United States","NA","GVNG.org is to unleash the world’s capacity for good by making philanthropy accessible to all.","NA","1/1/2016","NA","NA",1,3470248,"NA","Private","NA","NA",NA,NA,"NA","10/9/2018","3470248","Venture - Series Unknown","0","7"
"1579",0,1579,"Cosmic Forces",38469,"Los Angeles, California, United States","Gaming","Cosmic Forces is a computer game company developing horror series, goosebumps night of scares, and original titles.","Less than $1M","5/16/2012","2","1-10",5,5225000,"NA","Private","NA","NA",NA,NA,"Early Stage Venture","12/10/2018","4000000","Series A","NA","NA"
"1580",0,1580,"Elite Aerospace Group",38473,"Irvine, California, United States","Manufacturing, Science and Engineering","Elite Aerospace Group is a premier aircraft component design, engineering and manufacturing company .","$1M to $10M","1/1/2016","NA","101-250",1,7e+06,"NA","Private","NA","NA",NA,NA,"NA","10/12/2017","7000000","Venture - Series Unknown","NA","NA"
"1581",0,1581,"AgroVision",38520,"Beverly Hills, California, United States","Agriculture and Farming, Food and Beverage"," AgroVision is a grower, packer, and shipper of fruits and vegetables. ","$1M to $10M","1/1/2012","NA","501-1000",2,8000020,"NA","Private","NA","NA",NA,NA,"NA","3/30/2018","2000020","Venture - Series Unknown","NA","NA"
"1582",0,1582,"Integrated Endoscopy",38613,"Irvine, California, United States","Health Care","Integrated Endoscopy is revolutionizing rigid endoscopes.","NA","1/1/1995","NA","11-50",1,10717686,"NA","Private","NA","NA",NA,NA,"NA","9/12/2018","10717686","Venture - Series Unknown","4","5"
"1583",0,1583,"RGM Group",38622,"Santa Monica, California, United States","Advertising, Content and Publishing, Internet Services, Media and Entertainment, Sales and Marketing","RGM Group is an online media firm that helps advertisers and publishers engage with targeted audiences.","$1M to $10M","10/4/2004","1","11-50",1,2.1e+07,"1","Private","NA","NA",NA,1,"NA","9/19/2012","21000000","Venture - Series Unknown","NA","NA"
"1584",0,1584,"Microfabrica",38692,"Van Nuys, California, United States","Hardware, Manufacturing, Science and Engineering","Microfabrica is an advanced technology company with a proprietary fabrication process that yields complex, metal micro-structures.","$10M to $50M","1/1/1999","1","51-100",6,65199999,"9","Private","NA","NA",NA,5,"NA","1/5/2012","2999999","Venture - Series Unknown","92","2"
"1585",0,1585,"Revel",38714,"Santa Monica, California, United States","Commerce and Shopping, Content and Publishing, Media and Entertainment, Mobile, Software","Revel is a mobile application that features lifestyle products from emerging brands and designers.","$1M to $10M","1/1/2015","3","11-50",1,1500000,"1","Private","NA","NA",NA,NA,"Seed","1/1/2015","1500000","Seed","NA","NA"
"1586",0,1586,"MyShoperoo",38778,"Aliso Viejo, California, United States","Artificial Intelligence, Commerce and Shopping, Data and Analytics, Health Care, Professional Services, Science and Engineering, Software, Transportation","MyShoperoo is an on-demand errand service that optimizes and run personal errands for employees, offered as a perk.","NA","4/1/2018","2","1-10",2,511000,"NA","Private","NA","NA",2,NA,"Seed","5/1/2019","400000","Pre-Seed","NA","NA"
"1587",0,1587,"Union Apartment",38792,"Los Angeles, California, United States","Community and Lifestyle, Financial Services, Platforms, Real Estate, Software","We maximize property value for real estate owners while providing a home away from home experience for tenants.","NA","1/1/2017","3","11-50",2,150000,"3","Private","NA","NA",NA,1,"Seed","4/16/2019","NA","Convertible Note","NA","NA"
"1588",0,1588,"Flash UpdatePromise Holdings",38793,"Chino, California, United States","Sales and Marketing, Software, Transportation","Flash UpdatePromise Holdings is a leading technology communications Company.","NA","1/1/2009","1","11-50",1,8e+06,"NA","Private","NA","NA",NA,NA,"NA","6/8/2018","8000000","Venture - Series Unknown","NA","NA"
"1589",0,1589,"Inserviss Marketplace",38802,"Los Angeles, California, United States","Commerce and Shopping, Consumer Goods, Education, Mobile","Inserviss Marketplace is The Mobile & Blockchain Start up Company.","NA","1/15/2018","2","11-50",1,1e+06,"1","Private","NA","NA",NA,1,"Seed","12/5/2019","1000000","Seed","NA","NA"
"1590",0,1590,"Naughty Dog",38806,"Santa Monica, California, United States","Gaming, Software","Naughty Dog, a video game developer that produces games on PlayStation systems, including the Crash Bandicoot and Jak and Daxter franchises.","NA","1/1/1986","NA","101-250",NA,NA,"NA","Private","NA","Was Acquired",1,NA,"M&A",NA,"NA","NA","0","2"
"1591",0,1591,"AIR.TV",38891,"Culver City, California, United States","Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing","AIR.TV enables the distribution and monetization of viral videos on websites.","NA","1/1/2014","2","11-50",3,6220000,"11","Private","NA","NA",NA,1,"Early Stage Venture","4/28/2015","3320000","Series A","NA","NA"
"1592",0,1592,"SnackNation",38925,"Los Angeles, California, United States","Food and Beverage, Health Care, Transportation","Healthy snack delivery service that makes healthy snacking fun, life more productive, and workplaces awesome... and now, your home!","$1M to $10M","1/1/2014","2","101-250",1,1.2e+07,"1","Private","NA","Made Acquisitions",NA,1,"Early Stage Venture","5/30/2018","12000000","Series B","0","16"
"1593",0,1593,"Liquidmetal Technologies",38928,"Rancho Santa Margarita, California, United States","Biotechnology, Manufacturing, Natural Resources, Science and Engineering","Liquidmetal Technologies focuses on the research, development and commercialization of amorphous metal.","Less than $1M","1/1/1984","1","51-100",3,43525010,"NA","Public","2002-05-22","NA",NA,NA,"IPO","3/15/2016","8400000","Post-IPO Equity","8","14"
"1594",0,1594,"Force Impact Technologies",38941,"Los Angeles, California, United States","Sports","Force Impact Technologies is a company focused on integrating technology into sporting equipment.","NA","5/1/2013","2","1-10",10,1010500,"2","Private","NA","NA",5,NA,"NA","11/2/2018","700000","Venture - Series Unknown","1","12"
"1595",0,1595,"Ricochet360",38950,"El Segundo, California, United States","Hardware, Information Technology, Internet Services, Sales and Marketing, Software","Ricochet360 is an all-in-one CRM, Cloud Phone System, Dialer and Marketing Automation Platform.","Less than $1M","1/1/2010","1","11-50",1,5e+05,"NA","Private","NA","NA",1,NA,"Seed","10/15/2017","500000","Seed","0","2"
"1596",0,1596,"Blockade Medical",38981,"Irvine, California, United States","Health Care","Founded in 2011, Blockade Medical is a privately held company dedicated the development of catheter based therapeutic devices for the","NA","1/1/2011","3","11-50",3,9378646,"2","Private","NA","Was Acquired",NA,NA,"M&A","11/10/2015","2367687","Venture - Series Unknown","3","2"
"1597",0,1597,"To The Tens (FAPL)",39020,"Los Angeles, California, United States","Advertising, Apps, Clothing and Apparel, Commerce and Shopping, Design, Internet Services, Media and Entertainment, Mobile, Software","We pursue the vision of “collaborative commerce” that will reshape the way brands and consumers interact in the digital environment.","Less than $1M","4/28/2015","3","11-50",1,1e+06,"NA","Private","NA","NA",1,NA,"Seed","5/18/2015","1000000","Seed","2","2"
"1598",0,1598,"Washos",39021,"Glendale, California, United States","Apps, Mobile, Software","Washos is an on-demand car service app that sends you skilled technicians at your home or office.","Less than $1M","3/12/2015","4","1-10",1,445000,"1","Private","NA","NA",NA,NA,"Seed","6/1/2016","445000","Seed","NA","NA"
"1599",0,1599,"Netlist",39047,"Irvine, California, United States","Information Technology, Manufacturing","Netlist manufactures and markets a comprehensive line of mission-critical, board-level memory products used in IT infrastructure equipment.","$1M to $10M","1/1/2000","3","51-100",2,16648351,"1","Public","2006-11-30","NA",1,NA,"IPO","8/2/2013","1648351","Post-IPO Equity","91","12"
"1600",0,1600,"Playboy",39061,"Beverly Hills, California, United States","Community and Lifestyle, Media and Entertainment, Mobile","Playboy Enterprises is a media and lifestyle company engaged various licensing operations.","$10M to $50M","1/1/1953","NA","101-250",NA,NA,"NA","Private","NA","Made Acquisitions",NA,NA,"NA",NA,"NA","NA","0","5"
"1601",0,1601,"OOTify",39120,"Los Angeles, California, United States","Health Care","OOTify is a mental telehealth marketplace and mobile app that empowers Providers and improves access to mental healthcare.","NA","6/1/2017","NA","1-10",2,165000,"2","Private","NA","NA",NA,NA,"Seed","8/2/2018","165000","Seed","0","1"
"1602",0,1602,"theAudience",39212,"Los Angeles, California, United States","Internet Services, Media and Entertainment, Sales and Marketing","theAudience is a D2C publishing company that publishes multichannel social content.","NA","4/1/2011","4","101-250",1,2e+07,"5","Private","NA","Was Acquired",NA,1,"M&A","11/19/2012","20000000","Series A","NA","NA"
"1603",0,1603,"Medversant",39233,"Los Angeles, California, United States","Health Care, Information Technology","Medversant is the leader in technology solutions for one of the most critical components of healthcare administration","$1M to $10M","1/1/1999","1","11-50",1,6350000,"NA","Private","NA","NA",NA,NA,"NA","8/13/2014","6350000","Debt Financing","4","5"
"1604",0,1604,"Mav Farm",39246,"Los Angeles, California, United States","Commerce and Shopping, Internet Services, Media and Entertainment, Mobile","Decentralizing the universes' art","NA","12/15/2016","2","NA",1,3500000,"NA","Private","NA","NA",NA,NA,"Seed","4/15/2017","3500000","Seed","0","2"
"1605",0,1605,"Apollo Robotic Systems",39247,"Ventura, California, United States","Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software","Autonomous surveying platform","NA","1/1/2015","3","1-10",2,844000,"1","Private","NA","NA",NA,NA,"Seed","5/13/2016","844000","Angel","0","2"
"1606",0,1606,"DLC",39249,"Woodland Hills, California, United States","Financial Services, Professional Services","DLC helps companies transform ideas into action, one project at a time","NA","1/1/1993","1","251-500",1,1.4e+07,"1","Private","NA","Made Acquisitions, Was Acquired",NA,NA,"M&A","8/22/2014","14000000","Debt Financing","NA","NA"
"1607",0,1607,"Carenote",39256,"Santa Monica, California, United States","Apps, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Platforms, Software","At Carenote, we provide a companionship service through check-ins and conversations via mobile phone, chat and text/SMS.","NA","1/1/2018","2","1-10",1,2500000,"1","Private","NA","NA",NA,NA,"Seed","11/13/2018","2500000","Seed","NA","NA"
"1608",0,1608,"Tuli Technologies",39278,"San Clemente, California, United States","Commerce and Shopping, Food and Beverage, Information Technology, Internet Services, Software, Transportation","The first social-commerce community for foodies all over the world.","NA","2/1/2018","2","11-50",2,715000,"1","Private","NA","NA",NA,NA,"Seed","11/1/2019","525000","Convertible Note","NA","NA"
"1609",0,1609,"Capillary Biomedical",39289,"Irvine, California, United States","Health Care","Capillary Biomedical is a medical device startup developing technologies for diabetes management.","Less than $1M","1/1/2014","1","1-10",3,2985000,"9","Private","NA","NA",NA,1,"Private Equity","10/1/2019","NA","Private Equity","2","11"
"1610",0,1610,"7 Generation Games",39326,"Santa Monica, California, United States","Apps, Community and Lifestyle, Education, Gaming, Software","7 Generation Games makes immersive video games and interactive apps that teach math – in English and Spanish.","$1M to $10M","1/1/2012","3","1-10",10,2395000,"3","Private","NA","NA",NA,NA,"Seed","10/15/2018","15000","Grant","0","1"
"1611",0,1611,"BestBeing",39327,"Winnetka, California, United States","Commerce and Shopping, Information Technology, Internet Services","Enterprise Solutions, HR, Wellness Tech","NA","4/4/2018","3","1-10",1,3e+05,"NA","Private","NA","NA",NA,NA,"Seed","1/1/2019","300000","Pre-Seed","NA","NA"
"1612",0,1612,"Socionado",39337,"Los Angeles, California, United States","Advertising, Internet Services, Media and Entertainment, Sales and Marketing","Let Your Company Culture Speak For Itself. We customize and manage an employer brand team for your enterprise. Over 250+ teams.","NA","6/1/2018","1","1-10",1,250000,"2","Private","NA","NA",NA,1,"Seed","6/1/2018","250000","Seed","NA","NA"
"1613",0,1613,"Givesurance",39385,"Woodland Hills, California, United States","Financial Services","Helps people support the charities that matter to them by leveraging their choice of insurance provider.","$1M to $10M","1/1/2013","1","11-50",3,1e+06,"4","Private","NA","NA",2,1,"Seed","6/23/2015","900000","Seed","NA","NA"
"1614",0,1614,"Nestigator.com",39437,"Los Angeles, California, United States","Community and Lifestyle, Internet Services, Real Estate","Revolutionizing real estate search with relevant, custom tailored local content and a comprehensive listings menu.","$1M to $10M","3/13/2014","1","1-10",1,3e+06,"1","Private","NA","NA",NA,1,"Early Stage Venture","4/26/2015","3000000","Series A","NA","NA"
"1615",0,1615,"AECOM",39459,"Los Angeles, California, United States","Energy, Government and Military, Information Technology, Real Estate, Science and Engineering","AECOM is a global provider of professional technical and management support services to a broad range of markets.","$1B to $10B","1/1/1990","1","10001+",NA,NA,"NA","Public","2007-05-18","Made Acquisitions",4,NA,"IPO",NA,"NA","NA","23","71"
"1616",0,1616,"Secure Channels",39485,"Irvine, California, United States","Consumer Electronics, Hardware, Information Technology, Privacy and Security","Secure Channels Inc. is a cybersecurity firm leveraging robust, state-of-the-art patented encryption technologies.","NA","1/1/2013","5","11-50",1,1e+06,"NA","Private","NA","NA",7,NA,"NA","10/3/2017","1000000","Venture - Series Unknown","4","12"
