"","Y","id","Organization.Name","Industries","Headquarters.Location","Description","CB.Rank..Company.","Estimated.Revenue.Range","Founded.Date","Founded.Date.Precision","Industry.Groups","Number.of.Founders","Number.of.Employees","Number.of.Funding.Rounds","Total.Funding.Amount","Number.of.Investors","IPO.Status","IPO.Date","Acquisition.Status","Number.of.Events","Number.of.Lead.Investors","Funding.Status","Last.Funding.Date","Last.Funding.Amount.Currency..in.USD.","Last.Funding.Type","IPqwery...Total.Patents","IPqwery...Total.Trademarks","Investment.Stage"
"1489",0,1489,"Beep","Internet, Mobile Apps, Software","Venice, California, United States","Beep is to empower the world to build deeper connections through voice communication.",35977,"NA","4/17/2015","day","Apps, Internet Services, Mobile, Software","1","1-10",1,2200000,"7","Private","NA","NA","NA","1","Seed","1/14/2016","2200000","Seed","1","1","NA"
"1298",0,1298,"Invoy","Health Care, Medical Device, Software Engineering, Wellness","Irvine, California, United States","Invoy provides personalized, predictive nutrition solutions to help individuals meet their health & wellness goals. ",30976,"NA","3/1/2008","month","Health Care, Science and Engineering, Software","1","11-50",1,898000,"NA","Private","NA","NA","NA","NA","NA","12/30/2013","898000","Venture - Series Unknown","0","9","NA"
"814",0,814,"Behavioral Signals","Analytics, Artificial Intelligence, Enterprise Software, Health Care, Machine Learning, Natural Language Processing, Predictive Analytics, Real Time, Robotics, Speech Recognition, Virtual Assistant","Los Angeles, California, United States","Developing Emotionally Intelligent Conversations with AI. Oliver API is the fastest evolving robust emotion AI engine",18816,"NA","6/14/2016","day","Artificial Intelligence, Data and Analytics, Hardware, Health Care, Science and Engineering, Software","3","11-50",1,1500000,"1","Private","NA","NA","NA","NA","Early Stage Venture","12/23/2016","1500000","Series A","1","0","NA"
"253",1,253,"Path","Employee Benefits, Enterprise Software, Health Care, Information Technology, Personal Health, Wellness","Los Angeles, California, United States","Path is a holistic addiction (SUD) treatment solution for employers and organizations.",5772,"NA","1/1/2019","year","Health Care, Information Technology, Software","3","1-10",2,5350000,"10","Private","NA","NA","NA","3","NA","10/24/2019","5350000","Venture - Series Unknown","NA","NA","NA"
"589",0,589,"IRIS.TV","Advertising, Analytics, Brand Marketing, Content, Publishing, Software, Video","Los Angeles, California, United States","IRIS.TV is a video programming platform that allows video publishers to generate more video views and engage users across all devices.",13242,"$1M to $10M","2/3/2013","day","Advertising, Content and Publishing, Data and Analytics, Media and Entertainment, Sales and Marketing, Software, Video","3","11-50",1,5300000,"3","Private","NA","NA","NA","NA","Early Stage Venture","6/17/2015","5300000","Series A","6","1","NA"
"1580",0,1580,"Elite Aerospace Group","Aerospace, Manufacturing","Irvine, California, United States","Elite Aerospace Group is a premier aircraft component design, engineering and manufacturing company .",38473,"$1M to $10M","1/1/2016","year","Manufacturing, Science and Engineering","NA","101-250",1,7e+06,"NA","Private","NA","NA","NA","NA","NA","10/12/2017","7000000","Venture - Series Unknown","NA","NA","NA"
"1794",0,1794,"Enterprise UAS","Drones, E-Commerce","Chatsworth, California, United States","Enterprise UAS is an eCommerce company specializing in selling and distributing new technology products.",44475,"Less than $1M","1/1/2015","year","Commerce and Shopping, Consumer Electronics, Consumer Goods, Hardware","1","11-50",1,2e+06,"NA","Private","NA","Made Acquisitions","NA","NA","Seed","2/15/2015","2000000","Seed","0","4","NA"
"1789",0,1789,"Transient Plasma Systems (TPS)","Computer, Information Technology, Manufacturing, Renewable Energy","Torrance, California, United States","TPS engineers pulsed power systems as an enabling technology for commercial, industrial, and research applications.",44406,"NA","1/1/2009","year","Consumer Electronics, Energy, Hardware, Information Technology, Manufacturing, Sustainability","1","NA",2,8500000,"1","Private","NA","NA","NA","1","Early Stage Venture","2/6/2019","8500000","Series A","NA","NA","NA"
"542",0,542,"Yamibuy","Beauty, E-Commerce, Retail","Brea, California, United States","Yamibuy is the leading Asian-centric Internet retailer in the U.S.",11954,"NA","3/28/2013","day","Commerce and Shopping, Consumer Goods","1","251-500",1,1e+07,"3","Private","NA","NA","NA","1","Early Stage Venture","7/10/2017","10000000","Series A","0","4","NA"
"1940",0,1940,"Solstice Studios","Information Technology","Los Angeles, California, United States","Solstice Studios is an independent movie company.",48235,"NA","1/1/2017","year","Information Technology","NA","NA",1,2.5e+07,"NA","Private","NA","NA","NA","NA","NA","10/3/2018","25000000","Venture - Series Unknown","NA","NA","NA"
"1361",0,1361,"HealthTensor","Artificial Intelligence, Computer, Electronic Health Record (EHR), Health Care, Software","Santa Monica, California, United States","HealthTensor uses AI to automatically diagnose patients and generate accurate notes for doctors to improve patient care and reduce burnout.",32780,"NA","1/1/2016","day","Artificial Intelligence, Consumer Electronics, Data and Analytics, Hardware, Health Care, Science and Engineering, Software","3","1-10",2,1e+05,"4","Private","NA","NA","NA","1","Seed","2/1/2017","100000","Convertible Note","1","0","NA"
"6",1,6,"Ring","Consumer Electronics, Security, Smart Home","Santa Monica, California, United States","Ring is an outdoor home security that provides homeowners a line of preventative  security doorbells and cameras.",79,"NA","1/1/2012","year","Consumer Electronics, Hardware, Privacy and Security, Real Estate","1","501-1000",7,209200000,"22","Private","NA","Made Acquisitions, Was Acquired","7","8","M&A","1/25/2017","109000000","Series D","92","0","NA"
"1089",0,1089,"Osprey Data","Analytics, Enterprise Software, Oil and Gas","San Juan Capistrano, California, United States","Traditional machine-learning and big-data analytics techniques",25563,"$1M to $10M","1/1/2013","year","Data and Analytics, Energy, Natural Resources, Software","1","11-50",5,12870807,"3","Private","NA","NA","NA","3","Early Stage Venture","5/15/2018","5000000","Series A","NA","NA","NA"
"361",1,361,"Miso Media","E-Learning, Education, Music","Venice, California, United States","Miso Media is a tech and music startup that develops music education software for music learners.",8081,"NA","1/1/2008","year","Education, Media and Entertainment, Music and Audio, Software","4","11-50",2,3e+06,"9","Private","NA","NA","2","1","Early Stage Venture","9/14/2011","2400000","Series A","NA","NA","NA"
"73",1,73,"Miso Robotics","Artificial Intelligence, Consumer Electronics, Food and Beverage, Industrial Automation, Robotics, Smart Home","Pasadena, California, United States","Miso Robotics develops and manufactures artificial intelligence-driven robots that assist chefs to make food at restaurants.",1661,"$1M to $10M","7/1/2016","month","Artificial Intelligence, Consumer Electronics, Data and Analytics, Food and Beverage, Hardware, Manufacturing, Real Estate, Science and Engineering, Software","3","1-10",2,13100000,"2","Private","NA","NA","NA","NA","Early Stage Venture","2/15/2018","10000000","Series B","6","7","NA"
"1130",0,1130,"WiSilica","Communications Infrastructure, Consumer Electronics, Infrastructure","Laguna Hills, California, United States","WiSilica’s platform is the smartest, most flexible way to converge infrastructure",26730,"NA","1/1/2013","year","Consumer Electronics, Hardware","3","11-50",1,3350000,"2","Private","NA","NA","NA","1","Early Stage Venture","2/4/2016","3350000","Series A","19","3","NA"
"410",1,410,"8i","3D Technology, Computer, Software, Virtual Reality","Los Angeles, California, United States","8i is a virtual reality software development company focusing on creating life like humans in virtual reality.",9088,"NA","5/1/2014","month","Consumer Electronics, Hardware, Software","4","11-50",3,41481914,"26","Private","NA","NA","1","3","Early Stage Venture","2/13/2017","27000000","Series B","0","4","NA"
"48",1,48,"Musical.ly","Internet, Music, Video","Santa Monica, California, United States","Musical.ly is a video social network for creating, sharing, and discovering short videos.",981,"NA","1/1/2014","year","Internet Services, Media and Entertainment, Music and Audio, Video","2","101-250",5,150350000,"14","Private","NA","Was Acquired","2","4","M&A","5/13/2016","133500000","Series C","4","1","NA"
"305",1,305,"Spireon","Hardware, SaaS, Software","Irvine, California, United States","Spireon connects companies to their mobile assets and workforce through game-changing information platforms.",6838,"$100M to $500M","1/1/2003","year","Hardware, Software","1","501-1000",2,7714643,"1","Private","NA","Made Acquisitions","2","1","Private Equity","10/11/2018","NA","Private Equity","33","90","NA"
"891",0,891,"PopID","Computer, Identity Management, Software","Los Angeles, California, United States","PopID provides solutions for verifying an individual’s identity based on their face for applications such as loyalty, payment, and entry.",20866,"NA","1/1/2016","year","Consumer Electronics, Hardware, Information Technology, Privacy and Security, Software","1","1-10",1,5e+06,"2","Private","NA","NA","NA","1","Early Stage Venture","4/19/2019","5000000","Series A","0","9","NA"
"1368",0,1368,"Archer Education","Education, Marketing, Search Engine, Universities","Los Angeles, California, United States","Archer Education - Reach, enroll and retain today's generation of learners",33063,"$10M to $50M","1/1/2006","year","Education, Internet Services, Sales and Marketing","5","51-100",3,8900000,"5","Private","NA","NA","NA","3","Late Stage Venture","1/27/2011","5000000","Series C","0","3","NA"
"1278",0,1278,"AssetAvenue","Real Estate","Los Angeles, California, United States","AssetAvenue is an online lender for real estate investment properties",30353,"$1M to $10M","12/1/2013","day","Real Estate","1","11-50",2,1.9e+07,"14","Private","NA","NA","NA","3","Early Stage Venture","4/7/2015","15000000","Series A","0","2","NA"
"234",1,234,"Omaze","Finance","Culver City, California, United States","Omaze is an online fundraising platform.",5399,"$1M to $10M","1/1/2012","year","Financial Services","2","51-100",5,1.2e+07,"18","Private","NA","NA","1","1","Early Stage Venture","3/19/2019","NA","Series B","0","10","NA"
"1594",0,1594,"Force Impact Technologies","Sports, Young Adults","Los Angeles, California, United States","Force Impact Technologies is a company focused on integrating technology into sporting equipment.",38941,"NA","5/1/2013","day","Sports","2","1-10",10,1010500,"2","Private","NA","NA","5","NA","NA","11/2/2018","700000","Venture - Series Unknown","1","12","NA"
"512",0,512,"mitú","Communities, Hospitality, Publishing","Santa Monica, California, United States","Home to the largest community of Latino",11377,"$1M to $10M","1/1/2012","year","Community and Lifestyle, Content and Publishing, Media and Entertainment, Travel and Tourism","3","51-100",5,5.2e+07,"13","Private","NA","Was Acquired","2","2","M&A","11/14/2018","10000000","Series D","1","10","NA"
"873",0,873,"DataHero","Analytics, Big Data, Business Intelligence, Data Visualization, Software","Santa Monica, California, United States","DataHero is a leading cloud business intelligence software platform that specializes in data visualization and data dashboards.",20324,"NA","10/1/2011","day","Data and Analytics, Design, Information Technology, Software","1","1-10",5,10250000,"9","Private","NA","Was Acquired","NA","1","M&A","6/15/2015","NA","Secondary Market","NA","NA","NA"
"124",1,124,"Inspire","Clean Energy, Energy, Energy Efficiency, Home Services, Internet, Internet of Things, Real Estate, Smart Home, Solar","Santa Monica, California, United States","Consumer technology platform that powers cleaner, more efficient, and more sustainable homes.",2757,"$1M to $10M","1/1/2013","year","Consumer Electronics, Energy, Internet Services, Natural Resources, Real Estate, Sustainability","1","101-250",3,38200000,"7","Private","NA","NA","1","1","Early Stage Venture","2/20/2015","5000000","Series A","0","12","NA"
"1077",0,1077,"FinDox","Industrial, Information Technology","Manhattan Beach, California, United States","Operates in the technology industry",25288,"NA","1/1/2016","year","Information Technology","1","NA",3,2274870,"1","Private","NA","NA","NA","NA","NA","4/30/2018","999870","Venture - Series Unknown","NA","NA","NA"
"993",0,993,"H2scan","Electronics, Manufacturing, Marketing","Valencia, California, United States","H2scan provides analyzers for hydrogen monitoring and leak detection.",23209,"$1M to $10M","1/1/2002","year","Consumer Electronics, Hardware, Manufacturing, Sales and Marketing","1","51-100",9,33204871,"10","Private","NA","NA","NA","2","Late Stage Venture","1/15/2020","10500000","Series E","10","6","NA"
"1892",0,1892,"Jessie Health","Health Care","West Hollywood, California, United States","On-Demand Digital Clinic For Women",46808,"NA","1/1/2018","year","Health Care","2","1-10",1,120000,"3","Private","NA","NA","NA","NA","Seed","7/9/2018","120000","Pre-Seed","NA","NA","NA"
"1726",0,1726,"Consumer Brands","Brand Marketing, Web Hosting","Newport Beach, California, United States","Consumer Brands provides services related to the acquisition, development and monetization of internet domains.",42532,"$1M to $10M","1/1/2011","year","Internet Services, Sales and Marketing","2","11-50",2,1600000,"2","Private","NA","NA","NA","1","Early Stage Venture","11/12/2012","NA","Series A","NA","NA","NA"
"33",1,33,"CreatorIQ","Advertising Platforms, Brand Marketing, SaaS, Social Media, Social Media Marketing","Culver City, California, United States","CreatorIQ's Enterprise Creator Cloud is the system of record for global companies to manage & optimize influencer-driven campaigns at scale.",605,"$10M to $50M","1/1/2014","year","Advertising, Internet Services, Media and Entertainment, Sales and Marketing, Software","1","101-250",3,15500000,"5","Private","NA","NA","NA","1","Early Stage Venture","6/12/2019","12000000","Series B","0","3","NA"
"1183",0,1183,"MyCrypto","Cryptocurrency, Financial Services, Information Services, Information Technology","Redondo Beach, California, United States","MyCrypto is an open-source, client-side tool for interacting with the blockchain. ",28128,"NA","1/1/2017","year","Financial Services, Information Technology, Payments, Software","1","11-50",2,4e+06,"9","Private","NA","Made Acquisitions","1","1","Early Stage Venture","8/30/2018","4000000","Series A","0","1","NA"
"1304",0,1304,"Pacific Light & Hologram","Lighting","South Pasadena, California, United States","Pacific Light & Hologram is a company in stealth mode",31229,"NA","1/1/2018","year","Hardware","NA","NA",1,4999999,"NA","Private","NA","NA","NA","NA","NA","8/29/2018","4999999","Venture - Series Unknown","3","8","NA"
"853",0,853,"Breathe Technologies","Health Care, Health Diagnostics, Therapeutics","Irvine, California, United States","Breathe Technologies provide healthcare providers and patients with respiratory therapies that optimize breathing and mobility.",19821,"$1M to $10M","1/1/2005","year","Health Care","3","51-100",6,56360001,"6","Private","NA","Was Acquired","NA","2","M&A","10/31/2017","6250001","Venture - Series Unknown","85","17","NA"
"1173",0,1173,"CivicConnect","Augmented Reality, Big Data, Cloud Data Services, Government, GovTech, Information Services, Information Technology, Internet of Things, Mobile Apps","Los Angeles, California, United States","Civic Connect develops and distributes cloud-based technology solutions for civic organizations.",27827,"$1M to $10M","1/1/2000","year","Apps, Data and Analytics, Government and Military, Hardware, Information Technology, Internet Services, Mobile, Software","2","11-50",3,7350000,"2","Private","NA","Made Acquisitions","NA","2","Early Stage Venture","11/26/2016","700000","Debt Financing","6","3","NA"
"1390",0,1390,"Pose.com","E-Commerce, Fashion, Location Based Services, Mobile, Shopping, Social Media","Santa Monica, California, United States","Celebrate and shop unique style on Pose's free apps for iOS and Android and at Pose.com.",33670,"Less than $1M","11/1/2010","day","Clothing and Apparel, Commerce and Shopping, Data and Analytics, Design, Internet Services, Media and Entertainment, Mobile, Navigation and Mapping","2","11-50",2,4600000,"4","Private","NA","NA","NA","2","Early Stage Venture","10/21/2011","3000000","Series A","NA","NA","NA"
"298",1,298,"Cypress Creek Renewables","Environmental Engineering, Renewable Energy, Solar","Santa Monica, California, United States","Cypress Creek Renewables is a national provider of local solar.",6702,"$10M to $50M","1/1/2014","year","Energy, Natural Resources, Science and Engineering, Sustainability","1","251-500",4,6.98e+08,"2","Private","NA","Made Acquisitions","NA","2","Private Equity","10/25/2018","1500000","Grant","0","3","NA"
"1739",0,1739,"Datalog.ai","Artificial Intelligence, Enterprise, Government, Insurance, Natural Language Processing","Irvine, California, United States","Transforming AI for businesses.",42899,"NA","5/1/2016","day","Artificial Intelligence, Data and Analytics, Financial Services, Government and Military, Science and Engineering, Software","2","1-10",1,3e+06,"NA","Private","NA","NA","2","NA","Seed","5/1/2016","3000000","Seed","0","3","NA"
"383",1,383,"Basil Street Cafe","Food and Beverage, Food Trucks, Restaurants","Gardena, California, United States","Food/Tech",8540,"NA","8/21/2015","day","Food and Beverage","2","1-10",1,1e+07,"NA","Private","NA","NA","NA","NA","NA","3/5/2020","10000000","Venture - Series Unknown","NA","NA","NA"
"1317",0,1317,"Buddy Nutrition","Nutrition","Santa Monica, California, United States","Buddy Nutrition is plant-based superfood smoothies. Ready-to-drink, and delivered right to your door.",31509,"NA","1/1/2017","year","Food and Beverage, Health Care","NA","NA",1,1650000,"NA","Private","NA","NA","NA","NA","NA","12/5/2017","1650000","Venture - Series Unknown","0","5","NA"
"533",0,533,"BookingPal","Leisure, SaaS, Travel","Irvine, California, United States","BookingPal is a distribution platform for vacation rental properties, resorts, campgrounds and RV park owners.",11857,"$1M to $10M","1/1/2013","year","Community and Lifestyle, Software, Travel and Tourism","1","11-50",5,22009994,"8","Private","NA","NA","NA","3","Late Stage Venture","3/4/2019","12000000","Series D","0","3","NA"
"854",0,854,"Johnnie-O","Fashion, Retail, Shopping","Santa Monica, California, United States","Johnnie-O is a retail business specializing in West Coast Prep style clothing.",19863,"NA","1/1/2005","year","Clothing and Apparel, Commerce and Shopping, Design","1","11-50",5,23480381,"NA","Private","NA","NA","NA","NA","NA","1/18/2019","4281000","Venture - Series Unknown","0","18","NA"
"1641",0,1641,"Stashimi Inc.","Computer, Music, Real Time","Glendale, California, United States","Stashimi is the first app that uses smart aggregation to keep you up-to-date with the artists you care about.",40210,"Less than $1M","6/15/2015","day","Consumer Electronics, Hardware, Media and Entertainment, Music and Audio","2","11-50",2,8721562,"3","Private","NA","NA","NA","2","Early Stage Venture","12/18/2017","4221562","Series A","NA","NA","NA"
"1998",0,1998,"Gravete","Artificial Intelligence, Classifieds, Information Technology, Search Engine","Santa Monica, California, United States","Gravete operates as an artificial intelligence-enabled classified ads aggregator.",49687,"NA","1/1/2017","year","Artificial Intelligence, Commerce and Shopping, Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software","2","11-50",1,1200000,"NA","Private","NA","NA","4","NA","Seed","2/1/2018","1200000","Seed","0","4","NA"
"1965",0,1965,"EndPlay","Advertising, Cloud Computing, Content, SaaS","Los Angeles, California, United States","EndPlay provides cloud-based content management, engagement and monetization solutions that help brands better connect with their audiences.",48829,"$1M to $10M","1/1/2009","year","Advertising, Internet Services, Media and Entertainment, Sales and Marketing, Software","1","51-100",1,21500000,"2","Private","NA","NA","NA","2","Late Stage Venture","4/13/2012","21500000","Series C","0","1","NA"
"763",0,763,"OpenNode","Bitcoin, Mobile Payments, Point of Sale, Transaction Processing","Los Angeles, California, United States","Bitcoin payments for businesses everywhere",17480,"NA","5/1/2018","month","Commerce and Shopping, Financial Services, Mobile, Payments, Software","3","1-10",1,1250000,"1","Private","NA","NA","NA","1","Seed","12/18/2018","1250000","Seed","NA","NA","NA"
"1325",0,1325,"Automotus","GovTech, Smart Cities, Software, Transportation","Los Angeles, California, United States","Automotus automates curbside operations for all things mobility – from passenger vehicles and scooters, to Ubers and delivery trucks",31664,"NA","5/30/2017","day","Government and Military, Information Technology, Real Estate, Software, Transportation","2","1-10",3,425000,"3","Private","NA","NA","NA","NA","Seed","1/27/2020","NA","Pre-Seed","NA","NA","NA"
"354",1,354,"Angel Investors List","Banking, Insurance","Los Angeles, California, United States","A Database of Carefully Selected 3100+ Angel Investors List. Pitch Them for Funding. Free Trial Access to Live Database",7891,"NA","2/4/2016","day","Financial Services, Lending and Investments","NA","NA",1,1e+06,"NA","Private","NA","NA","NA","NA","Seed","4/5/2020","1000000","Seed","NA","NA","NA"
"1653",0,1653,"WoahStork","Cannabis, E-Commerce, Internet, Marketplace","Santa Monica, California, United States","Your online cannabis marketplace.",40484,"$1M to $10M","11/1/2015","month","Commerce and Shopping, Community and Lifestyle, Food and Beverage, Health Care, Internet Services","3","1-10",2,1610000,"NA","Private","NA","NA","NA","NA","Seed","10/1/2017","750000","Seed","NA","NA","NA"
"721",0,721,"AcuFocus","Health Care, Medical, Medical Device","Irvine, California, United States","Acufocus is a medical device company that develops and markets KAMRA inlay for the treatment of near vision loss.",16387,"NA","1/1/2001","year","Health Care","1","101-250",12,212620084,"10","Private","NA","NA","NA","4","NA","8/20/2018","23974000","Venture - Series Unknown","31","15","NA"
"1494",0,1494,"Borrow","Automotive, E-Commerce, Electric Vehicle, Internet of Things, Lifestyle, Subscription Service, Transportation","West Hollywood, California, United States","Borrow - JoinBorrow.com - is an automotive subscription service delivering inclusive all-electric car access for 3, 6 or 9 month terms.",36185,"NA","1/1/2015","year","Commerce and Shopping, Community and Lifestyle, Internet Services, Transportation","2","1-10",4,155000,"2","Private","NA","NA","1","NA","Seed","11/10/2018","NA","Seed","NA","NA","NA"
"667",0,667,"X1 Technologies","Cloud Computing, Document Management, Enterprise Software, Social Media, Software","Pasadena, California, United States","X1 Technologies offers a solution that enable knowledge workers to access all forms of corporate data through a single interface.",15039,"$1M to $10M","1/1/2003","year","Information Technology, Internet Services, Media and Entertainment, Software","1","11-50",5,25035634,"4","Private","NA","NA","NA","3","Early Stage Venture","10/2/2019","5100000","Series B","3","1","NA"
"1129",0,1129,"Ignite International","Consumer Goods, Medical","Los Angeles, California, United States","Ignite International is a vertically integrated company operating in the cannabis industry.",26675,"$1M to $10M","1/1/2018","year","Consumer Goods, Health Care","NA","51-100",1,1e+07,"NA","Public","1996-08-08","NA","NA","NA","IPO","12/12/2019","7601949","Post-IPO Debt","NA","NA","NA"
"1487",0,1487,"aapi, Inc.","Information Technology","Irvine, California, United States","aapi turns complex tasks and apps into usable single click microapps that run from any device",35945,"NA","5/1/2017","day","Information Technology","1","1-10",2,1500000,"1","Private","NA","NA","1","NA","Seed","1/1/2020","1000000","Seed","0","3","NA"
"1575",0,1575,"Indi Molecular","Biotechnology, Health Care, Health Diagnostics","Culver City, California, United States","Indi Molecular is an emerging life sciences company that is developing a synthetic class of diagnostic and therapeutic.",38371,"$1M to $10M","1/1/2013","year","Biotechnology, Health Care, Science and Engineering","1","1-10",3,13300000,"5","Private","NA","NA","NA","2","Early Stage Venture","6/29/2017","11500000","Series A","13","0","NA"
"966",0,966,"Ellipse Technologies","Biopharma, Health Care, Manufacturing, Medical, Medical Device","Aliso Viejo, California, United States","Ellipse Technologies develops implantable technologies for the treatment of a broad spectrum of spine and orthopedic applications.",22674,"NA","1/1/2005","year","Biotechnology, Health Care, Manufacturing, Science and Engineering","1","51-100",5,38869715,"4","Private","NA","Was Acquired","NA","2","M&A","6/29/2015","10000000","Convertible Note","1","11","NA"
"194",1,194,"Happy Returns","Customer Service, E-Commerce, Retail Technology","Santa Monica, California, United States","Happy Returns provides comprehensive return solutions for leading online and omni-channel retailers and their customers.",4415,"$1M to $10M","9/1/2015","month","Commerce and Shopping, Hardware, Software","2","51-100",5,25020000,"8","Private","NA","NA","NA","3","NA","4/25/2019","11000000","Venture - Series Unknown","0","3","NA"
"1041",0,1041,"Respira Technologies","Health Care","West Hollywood, California, United States","Hardware, Biotechnology",24371,"NA","8/23/2018","day","Health Care","NA","1-10",1,2100000,"3","Private","NA","NA","NA","NA","NA","1/10/2020","2100000","Convertible Note","NA","NA","NA"
"1212",0,1212,"NotaryCam","Identity Management, Real Estate, Security","Newport Beach, California, United States","NotaryCam brings notarization into the internet age.",28857,"NA","1/1/2012","year","Information Technology, Privacy and Security, Real Estate","2","1-10",1,585000,"2","Private","NA","NA","NA","NA","NA","1/30/2015","585000","Debt Financing","NA","NA","NA"
"544",0,544,"Homestead","Construction, Property Development, Property Management, Real Estate","Los Angeles, California, United States","Homestead finances and manages the conversion of garages into rental apartments.",11977,"NA","12/17/2019","day","Real Estate","2","11-50",1,150000,"1","Private","NA","NA","NA","NA","Seed","3/16/2020","150000","Seed","NA","NA","NA"
"1421",0,1421,"CoinGenius","Artificial Intelligence, Bitcoin, Blockchain, Cryptocurrency, FinTech, Machine Learning, Predictive Analytics","Rancho Santa Margarita, California, United States","CoinGenius is an advanced intelligence and analytics platform specifically intended for cryptocurrency traders.",34316,"NA","8/8/2018","day","Artificial Intelligence, Data and Analytics, Financial Services, Payments, Science and Engineering, Software","2","1-10",1,2e+05,"NA","Private","NA","NA","3","NA","Seed","8/8/2018","200000","Pre-Seed","NA","NA","NA"
"1759",0,1759,"Fender Digital","Apps, Audio, Digital Entertainment","Los Angeles, California, United States","Fender Digital Products is a maker of apps, websites, platforms and tools to compliment the guitars, amps.",43386,"$50M to $100M","1/1/2015","year","Apps, Media and Entertainment, Music and Audio, Software","NA","NA",1,12800000,"NA","Private","NA","NA","NA","NA","NA","6/21/2016","12800000","Venture - Series Unknown","NA","NA","NA"
"1108",0,1108,"Icelandic Glacial","Natural Resources, Renewable Energy, Water","Torrance, California, United States","Icelandic Glacial is a brand of bottled water from the Ölfus spring in Iceland.",26074,"NA","4/1/2004","day","Energy, Natural Resources, Sustainability","1","51-100",2,7.5e+07,"1","Private","NA","NA","NA","1","NA","8/21/2019","35000000","Venture - Series Unknown","NA","NA","NA"
"174",1,174,"Ten-X","Commercial Real Estate, E-Commerce, Information Technology, Marketplace, Online Portals, Real Estate","Irvine, California, United States","Ten-X provides online real estate services.",4044,"$100M to $500M","1/1/1990","year","Commerce and Shopping, Information Technology, Internet Services, Real Estate","3","501-1000",3,141750000,"3","Private","NA","Made Acquisitions, Was Acquired","4","2","M&A","3/5/2014","50000000","Venture - Series Unknown","6","1","NA"
"630",0,630,"City Storage Systems","Commercial Real Estate, Industrial, Real Estate","Los Angeles, California, United States","City Storage Systems is a startup that focuses on re-purposing distressed real estate assets.",14040,"NA","1/1/2016","year","Real Estate","1","11-50",1,1.5e+08,"1","Private","NA","NA","NA","1","NA","3/20/2018","150000000","Secondary Market","0","11","NA"
"1551",0,1551,"Pablito","Information Technology, Mobile Apps, Software, Transportation","Los Angeles, California, United States","Shuttle Service and Software for Businesses, Institutions, and Municipalities.",37569,"NA","1/1/2017","month","Apps, Information Technology, Mobile, Software, Transportation","3","1-10",3,395000,"NA","Private","NA","NA","NA","NA","Seed","6/1/2019","225000","Seed","NA","NA","NA"
"831",0,831,"Quantgene","Bioinformatics, Machine Learning","Santa Monica, California, United States","Quantgene is a Bioinformatics using machine learning company.",19212,"NA","1/1/2016","year","Artificial Intelligence, Biotechnology, Data and Analytics, Science and Engineering, Software","NA","11-50",1,6129143,"NA","Private","NA","NA","NA","NA","Early Stage Venture","11/22/2017","6129143","Series A","NA","NA","NA"
"63",1,63,"Beachbody","Fitness, Health Care, Wellness","Santa Monica, California, United States","Beachbody has developed and offering an in-home fitness and weight loss solutions.",1470,"$100M to $500M","1/1/1998","year","Health Care, Sports","2","501-1000",1,8500000,"NA","Private","NA","Made Acquisitions","NA","NA","NA","7/29/2019","8500000","Venture - Series Unknown","6","491","NA"
"583",0,583,"Viseon Spine","Clinical Trials, Health Care, Medical Device, Therapeutics","Irvine, California, United States","Viseon is a privately held medical device company",13100,"Less than $1M","4/3/2017","day","Health Care","2","NA",2,2.3e+07,"3","Private","NA","NA","NA","3","Early Stage Venture","2/25/2020","18000000","Series B","NA","NA","NA"
"1091",0,1091,"Zumasys","Information Services, Information Technology, Software","Irvine, California, United States","Zumasys is an information technology company providing cloud services.",25568,"NA","1/1/2000","year","Information Technology, Software","2","101-250",1,7500000,"1","Private","NA","Made Acquisitions","NA","1","NA","2/13/2018","7500000","Debt Financing","0","10","NA"
"578",0,578,"OroCommerce","B2B, CRM, E-Commerce, Enterprise Software, Open Source, SaaS, Software","Los Angeles, California, United States","OroCommerce is the company behind OroCRM, OroCommerce and the OroPlatform.",12878,"Less than $1M","10/21/2012","day","Commerce and Shopping, Information Technology, Sales and Marketing, Software","3","101-250",1,1.2e+07,"1","Private","NA","NA","1","1","Early Stage Venture","3/3/2016","12000000","Series A","0","11","NA"
"1961",0,1961,"Younk","Communities, Digital Entertainment, Music, Music Label","Los Angeles, California, United States","Younk is the world's first community music label on blockchain.",48725,"NA","9/1/2017","month","Community and Lifestyle, Media and Entertainment, Music and Audio","NA","11-50",3,2500000,"NA","Private","NA","NA","1","NA","Private Equity","10/1/2018","NA","Convertible Note","NA","NA","NA"
"1511",0,1511,"Lonestar Heart","Biotechnology, Genetics, Medical Device, Therapeutics","Laguna Hills, California, United States","LoneStar Heart is a biomedical company developing new therapies to preserve and restore adequate functioning of a human heart.",36558,"$1M to $10M","1/1/2009","year","Biotechnology, Health Care, Science and Engineering","2","11-50",5,47118258,"1","Private","NA","NA","NA","1","Late Stage Venture","9/4/2014","1000100","Debt Financing","5","3","NA"
"1651",0,1651,"Veracity Industrial Networks","Industrial, Network Security, Software","Aliso Viejo, California, United States","Veracity provides a resilient and secure industrial network, based on a Software Defined Networking (SDN) platform.",40446,"Less than $1M","1/1/2014","year","Information Technology, Privacy and Security, Software","2","11-50",3,4500000,"4","Private","NA","NA","NA","2","Seed","8/28/2017","1500000","Seed","2","3","NA"
